customer_id,customer_review_id,location_id,review_datetime,review_text,social_media_source,social_media_handle,productId,rating,sentimental_category,improvement_points
1009,9,5002,2024-12-08 01:43:03.000000 UTC,"Okay, I absolutely love this Stan and Friends 2019 Tee! The material is so soft and comfortable, it's quickly become my go-to shirt for casual days. The design is really well done, the print quality is excellent, and it hasn't faded at all after multiple washes. Plus, it's a great conversation starter - I've already gotten a few compliments on it! Definitely worth the purchase and a fun way to show some love for the show.
",Instagram,@InstagramUser_1009_257,33061,5,Positive,"""개선방안1. 매년 새로운 디자인의 티셔츠를 출시하거나, 특정 에피소드나 캐릭터를 테마로 한 한정판 컬렉션을 정기적으로 선보여 고객이 지속적으로 새로운 상품을 기대하고 구매할 수 있도록 합니다. (현재 2019년 티셔츠에 대한 만족도가 높으므로, 새로운 디자인이나 컬렉션에 대한 수요가 있을 것으로 예상됩니다.)\n고객이 좋아할 법한 특성1. 피부에 닿는 촉감이 부드럽고 하루 종일 입어도 불편함이 없는 편안한 착용감."""
1103,103,5003,2025-01-29 15:46:34.000000 UTC,"Okay, I absolutely love this Google Sunnyvale Campus Zip Hoodie! It's so comfortable and the material is really nice quality. I wasn't expecting it to be this soft! The fit is perfect, true to size. I wear it all the time now, whether I'm lounging around the house or running errands. It's also a great conversation starter – people always ask me about it. Definitely worth the purchase if you're a Google fan or just looking for a cozy and stylish hoodie.
",Threads,@ThreadsUser_1103_362,30227,5,Positive,"""개선방안1. 고객이 '항상 입는다'고 언급한 만큼, 잦은 세탁에도 초기 부드러움과 형태를 유지할 수 있도록 내구성을 강화해야 합니다. 구체적으로, 세탁 후 보풀 발생 및 수축 현상을 최소화하는 프리미엄 면-폴리에스터 혼방 소재에 안티-필링(anti-pilling) 가공을 적용하여 장기간 부드러운 착용감을 유지하도록 개선합니다.\n\n고객이 좋아할 법한 특성1. 뛰어난 부드러움과 착용감: \""I wasn't expecting it to be this soft!\""와 \""so comfortable\""에서 알 수 있듯이, 예상치를 뛰어넘는 부드러운 촉감과 편안한 착용감은 고객이 가장 만족하는 핵심 특성입니다."""
1136,136,5004,2025-04-26 10:24:17.000000 UTC,"Okay, I'm obsessed with this Google Gray French Terry Zip Hoodie! It's seriously the perfect weight for layering. Not too heavy, not too thin. The French Terry is super soft and comfortable, and the gray color is a really nice neutral that goes with everything. I love that it has a zipper, makes it easy to throw on or take off. Definitely my new go-to for running errands or just lounging around the house. I'm thinking about getting another one!
",Facebook,@FacebookUser_1136_931,41673,1,Positive,"""개선방안1. 현재 지퍼가 없는 주머니에 소지품 분실 방지를 위한 지퍼를 추가하거나, 주머니 안쪽에 작은 히든 포켓을 추가하여 수납 기능을 강화합니다.\n고객이 좋아할 법한 특성1. 현재 후드티의 부드러운 프렌치 테리 소재와 편안한 착용감을 유지하면서, 후드 없는 크루넥 스웨트셔츠나 조거 팬츠 등 다양한 스타일의 라인업을 추가하여 고객이 일상에서 더 많은 상황에 활용할 수 있도록 합니다."""
1184,184,5009,2025-04-13 02:49:44.000000 UTC,"I absolutely love my Google Campus Women's Tee! The fit is perfect, not too tight and not too baggy, just comfortably flattering. The fabric is also super soft and feels really nice against my skin. I've washed it a few times already and it's held up great, no shrinking or fading. It's a simple design, but I get compliments on it all the time. Definitely a great everyday tee for any Google enthusiast!
",YouTube,@YouTubeUser_1184_315,40188,2,Positive,"""개선방안1. 현재 디자인이 '심플하다'는 평이 있으므로, 기존의 심플한 디자인은 유지하되, Google의 다양한 로고 변형(예: 빈티지 로고, 미니멀리스트 로고), Google 캠퍼스 관련 그래픽, 또는 시즌별 한정판 디자인 등 **다양한 디자인 옵션을 추가**하여 고객의 선택 폭을 넓히고 재구매를 유도할 수 있습니다.\n\n고객이 좋아할 법한 특성1. **매우 부드러운 촉감의 원단**: 고객이 \""super soft and feels really nice against my skin\""이라고 명확히 언급하며 원단의 부드러움을 매우 긍정적으로 평가했습니다."""
1119,119,5009,2024-12-24 01:41:31.000000 UTC,"I absolutely love this Google Heather Green Speckled Tee! The color is even better in person - a really nice, subtle green that goes with everything. The fabric is super soft and comfortable, and the fit is perfect. I usually have trouble finding tees that aren't too boxy or too tight, but this one is just right. It washes well too, with no shrinking or fading. Definitely my new favorite everyday t-shirt!
",Threads,@ThreadsUser_1119_793,45522,2,Positive,"""개선방안1. 친환경 소재(예: 유기농 면, 재활용 폴리에스터)를 사용하여 제품의 지속가능성을 높이는 방안을 고려해볼 수 있습니다. 이는 고객의 만족도를 더욱 높이고 브랜드 이미지를 강화할 것입니다.\n고객이 좋아할 법한 특성1. 다양한 체형에 잘 어울리면서도 너무 헐렁하거나 조이지 않는 '완벽한 핏'을 유지하는 것. 고객은 일반적으로 티셔츠 핏에 어려움을 겪는데, 이 제품이 '딱 맞다'고 언급하며 큰 만족감을 표현했습니다."""
1080,80,5003,2024-12-02 09:57:10.000000 UTC,"Just got my Google Kirkland Campus Patch Set and I'm so happy with it! The patches are really high quality, with vibrant colors and clean stitching. They look great on my backpack and laptop bag. It's a fun, subtle way to show my connection to the Kirkland campus. Definitely a cool little souvenir and a great conversation starter for anyone who knows the area! Worth the price, highly recommend!
",Instagram,@InstagramUser_1080_378,43320,3,Positive,"""개선방안1. 패치 외에 자석이나 스티커 형태로도 제품을 출시하여 고객이 원하는 곳에 더 쉽고 다양하게 부착할 수 있도록 선택지를 제공합니다. (현재 패치는 부착 방식에 제약이 있어, 더 간편하고 임시적인 부착을 원하는 고객의 잠재적 불만을 해소할 수 있습니다.)\n고객이 좋아할 법한 특성1. 고객이 특정 장소(Kirkland campus)나 브랜드(Google)에 대한 소속감과 애정을 은은하게 표현할 수 있는 '정체성 표현 수단'으로서의 가치."""
1200,200,5005,2025-03-14 16:02:59.000000 UTC,"This little green Android ornament is just adorable! I bought it to hang on my Christmas tree, and it looks fantastic. The color is vibrant, and the detail is surprisingly good for its size. It's lightweight, so it doesn't weigh down the branch. I'm a big Android fan, so this was the perfect little addition to my holiday decorations. Definitely recommend it to any tech lovers looking for something unique and festive.
",Blog,@BlogUser_1200_913,28995,3,Positive,"""개선방안1. 크리스마스 시즌 외에도 활용할 수 있도록 탁상용 스탠드나 자석 부착 옵션을 추가하여, 고객이 책상, 냉장고 등 다양한 공간에서 안드로이드 오너먼트를 상시 전시할 수 있도록 한다.\n고객이 좋아할 법한 특성1. 안드로이드 운영체제의 다양한 버전(예: 컵케이크, 도넛, 킷캣 등)을 모티브로 한 한정판 또는 시즌별 컬렉션 오너먼트."""
1061,61,5006,2025-05-01 08:55:49.000000 UTC,"Okay, I'm really happy with this Google Navy French Terry Zip Hoodie! It's super comfortable, the French Terry fabric is soft and breathable, not too heavy or too light. The navy color is really nice and classic. The zipper feels sturdy and the overall quality seems great. I've worn it a bunch already and it's quickly become my go-to hoodie for running errands or just relaxing at home. Definitely recommend it!
",Facebook,@FacebookUser_1061_962,42024,3,Positive,"""개선방안1. 자주 착용하고 세탁해도 보풀이 잘 생기지 않도록 원단에 안티 필링(Anti-pilling) 가공을 적용하여 부드러움과 깔끔함을 오래 유지할 수 있도록 합니다.\n고객이 좋아할 법한 특성1. 뛰어난 착용감과 부드러운 촉감 (French Terry 원단의 부드러움, 통기성, 적당한 두께감으로 인한 편안함)"""
1193,193,5009,2025-01-14 11:01:55.000000 UTC,"This little Google PNW Campus lapel pin is awesome! It's surprisingly well-made, feels sturdy, and the colors are vibrant. I love that it's a subtle way to show off my pride for working at Google's Pacific Northwest campus. It's a great conversation starter too! I've already gotten a few compliments on it. Perfect for any Googler or anyone who appreciates the PNW vibe. Definitely worth the purchase!
",Naver Cafe,@NaverCafeUser_1193_531,37305,4,Positive,"""개선방안1. 기존 핀의 고정 방식(예: 나비 클러치)이 옷감 손상이나 분실 위험이 있다는 점을 고려하여, 더욱 견고하고 옷감 손상을 최소화하는 '잠금형 핀 백(locking pin back)' 또는 '나사형 클러치(screw-back clutch)' 옵션을 추가로 제공하여 고객이 선택할 수 있도록 합니다.\n\n고객이 좋아할 법한 특성1. 고객은 자신이 속한 커뮤니티(예: Google PNW Campus)에 대한 소속감과 자부심을 과하지 않으면서도 세련되게 표현할 수 있는 '미묘하고 세련된 소속감 표현' 특성을 매우 좋아할 것입니다. 이는 단순한 장식을 넘어 개인의 정체성을 드러내고 다른 사람들과의 대화를 유도하는 매개체가 되기 때문입니다."""
1173,173,5009,2025-01-26 16:56:44.000000 UTC,"Okay, I love this tee! The material is super soft and comfortable, perfect for wearing around the house or out running errands. The design is simple and classy, and I get compliments on it all the time. As a Google fan, it's a fun way to subtly show my appreciation without being too flashy. It fits true to size and has held up well after multiple washes. Definitely recommend this shirt!
",Twitter,@TwitterUser_1173_595,46485,4,Positive,"""개선방안1. 주름 방지 기능 추가\n세탁 후에도 다림질 없이 바로 착용 가능하여 고객의 편의성을 높이고, 항상 깔끔한 핏을 유지할 수 있도록 합니다. (고객이 집에서나 외출 시 편하게 입는다는 점을 고려하여, 세탁 후 관리의 용이성을 개선합니다.)\n\n고객이 좋아할 법한 특성1. 부드럽고 편안한 착용감\n고객이 'super soft and comfortable'하다고 언급하며 집에서나 외출 시에도 완벽하다고 평가한 점을 미루어 볼 때, 이 티셔츠의 가장 큰 매력은 뛰어난 착용감입니다."""
1175,175,5002,2025-01-05 08:00:33.000000 UTC,"This Google LA Campus Ladies Tee is seriously comfy! The material is super soft and the fit is perfect – not too tight, not too baggy. I love the design; it's simple and stylish and shows off my Google pride without being over the top. I've already worn it a bunch of times and it washes really well. Definitely a good buy for any Google fan!
",X,@XUser_1175_310,49947,5,Positive,"""개선방안1. 다양한 색상 및 디자인 옵션 추가\n현재 디자인과 착용감에 대한 만족도가 매우 높으므로, 고객이 다른 스타일이나 색상으로도 제품을 구매할 수 있도록 선택의 폭을 넓혀주면 재구매율을 높이고 더 많은 고객층을 유인할 수 있습니다.\n\n고객이 좋아할 법한 특성1. 매우 부드러운 소재와 완벽한 핏\n리뷰에서 'super soft'라고 직접 언급하며 착용감에 대한 만족도가 매우 높음을 보여줍니다. 또한 'not too tight, not too baggy'라는 표현으로 몸에 딱 맞는 완벽한 핏을 선호하며, 이 두 가지 요소가 일상적으로 편안하게 착용할 수 있는 핵심적인 장점으로 작용합니다."""
1179,179,5003,2025-03-05 02:02:41.000000 UTC,"My son absolutely loves this Youth Jumbo Print Tee! The white is a really clean, crisp white, and the material is super soft. He's usually picky about his clothes being itchy, but he wore this all day without complaining. The jumbo print is vibrant and hasn't faded after a couple of washes. It's also held its shape really well, which is a huge plus with a constantly-growing kid. Great quality for the price, definitely recommend!
",Twitter,@TwitterUser_1179_766,47631,5,Positive,"""개선방안1. 아이의 빠른 성장을 고려하여 소매나 밑단에 숨겨진 여유분을 두어, 필요시 길이를 늘릴 수 있는 '성장 맞춤형' 디자인을 도입합니다. (예: 밑단 안쪽에 박음질된 여유 원단을 풀어 길이를 늘릴 수 있는 기능)\n\n고객이 좋아할 법한 특성1. 아이의 민감한 피부에도 자극 없이 하루 종일 편안하게 입을 수 있는 극강의 부드러움과 통기성."""
1177,177,5003,2025-02-14 08:03:23.000000 UTC,"This Google crewneck is fantastic! The navy color is a really nice, deep shade and the material is so soft and comfortable. I've worn it a bunch already and it washes really well without shrinking or fading. The Google logo is subtle but still recognizable, which I appreciate. Definitely a step up from your average sweatshirt and worth the price!
",X,@XUser_1177_662,29671,5,Positive,"""개선방안1. 고객이 자신의 체형에 맞는 사이즈를 정확히 선택할 수 있도록, 상세한 사이즈 차트(실측 사이즈, 모델 착용 정보 등)를 제공하고, 더 나아가 '슬림핏', '레귤러핏' 등 다양한 핏 옵션을 추가하여 선택의 폭을 넓힙니다.\n\n고객이 좋아할 법한 특성1. 잦은 세탁에도 변형(수축, 늘어남)이나 색상(물 빠짐)의 변화 없이 처음과 같은 품질을 유지하는 뛰어난 내구성 및 세탁 용이성."""
1167,167,5005,2025-01-06 15:48:54.000000 UTC,"I absolutely love this Google Canteen Bottle! The black finish is sleek and professional, perfect for bringing to the office. It keeps my water cold all day long, even in the summer heat. I've also used it for hot tea, and it stays warm for hours. It's really durable too - I've accidentally knocked it over a few times, and it hasn't even scratched. Plus, it's a good size, not too bulky to carry around. Definitely recommend it!
",YouTube,@YouTubeUser_1167_517,41804,5,Positive,"""개선방안1. 현재는 기본 뚜껑만 제공되는 것으로 보이므로, 고객의 다양한 사용 목적(예: 운동 시, 사무실에서)에 맞춰 빨대 뚜껑, 원터치 뚜껑 등 다양한 종류의 뚜껑 옵션을 추가로 제공하여 선택의 폭을 넓힙니다.\n고객이 좋아할 법한 특성1. 하루 종일 시원함과 뜨거움을 유지하는 뛰어난 보온/보냉 기능"""
1113,113,5006,2025-02-17 12:34:28.000000 UTC,"I absolutely love my Google Aluminum Bottle in red! It's such a sleek and stylish way to stay hydrated. The color is vibrant and really pops. I've been taking it to the gym and to work, and it keeps my water cold for hours. It's also super durable; I've accidentally dropped it a couple of times and haven't seen a single dent. Definitely worth the purchase!
",Threads,@ThreadsUser_1113_972,33370,5,Positive,"""개선방안1. 병 입구를 더 넓게 디자인하여 내부 세척이 용이하도록 개선하고, 뚜껑 부분도 분리 세척이 가능한 구조로 만들어 위생 관리를 더욱 편리하게 합니다.\n고객이 좋아할 법한 특성1. 뛰어난 내구성: 여러 번 떨어뜨려도 찌그러짐 없이 튼튼하게 유지되어 오래 사용할 수 있는 점."""
1164,164,5008,2025-06-13 04:37:33.000000 UTC,"Okay, I am absolutely loving this Google Los Angeles Campus Patch Set! As a huge tech enthusiast (and a bit of a Google fan!), these patches are a fun and subtle way to show off my interests. The quality is fantastic - the stitching is really well done and they feel durable. I've already ironed one onto my backpack and it looks great. They're also a nice conversation starter! Definitely recommend for anyone who appreciates cool, well-made patches and has a connection to the Google brand.
",Facebook,@FacebookUser_1164_472,38881,5,Positive,"""개선방안1. 기존 다리미 부착 방식 외에 벨크로(찍찍이) 부착 방식을 추가하여 고객이 다양한 의류나 가방에 손상 없이 쉽게 탈부착하고 교체할 수 있도록 선택의 폭을 넓힙니다.\n고객이 좋아할 법한 특성1. 뛰어난 품질과 정교한 스티칭으로 제품의 내구성과 시각적 만족도를 높여줍니다."""
1095,95,5008,2025-02-11 03:31:33.000000 UTC,"I'm seriously loving this Android Iconic Notebook! As a developer, I'm always jotting down ideas, code snippets, and brainstorming. This notebook is the perfect size to carry around, and the paper quality is fantastic - my pens don't bleed through at all. Plus, the subtle Android logo is a nice touch without being overly flashy. It's just a really well-made, practical notebook that's perfect for anyone in the tech world. Highly recommend!
",YouTube,@YouTubeUser_1095_721,33981,5,Positive,"""개선방안1. 개발자들이 코드 스니펫이나 다이어그램을 더 효율적으로 작성할 수 있도록, 줄 없는 백지나 모눈종이(grid/dot-grid) 형태의 내지 옵션을 추가하여 제품 라인업을 확장합니다.\n고객이 좋아할 법한 특성1. 펜이 번지거나 뒷면에 비치지 않는 뛰어난 종이 품질."""
1180,180,5009,2025-03-21 04:41:53.000000 UTC,"Okay, I'm absolutely loving this Google Land & Sea sweatshirt! The French Terry is so soft and comfy, it's quickly become my go-to for lounging around the house or even running errands. The fit is perfect – not too baggy, not too tight. Plus, I really appreciate the subtle Google branding; it's stylish without being overly flashy. I've washed it a few times already and it still looks and feels brand new. Definitely recommend!
",YouTube,@YouTubeUser_1180_119,26387,5,Positive,"""개선방안1. 현재 제품의 편안함과 스타일을 유지하면서, 소지품 보관에 용이한 히든 지퍼 포켓을 추가하여 실용성을 높입니다. (고객이 '러닝 에런드(running errands)' 시에도 착용한다고 언급한 점을 고려하여, 활동성을 높이는 방향으로 개선)\n고객이 좋아할 법한 특성1. 프렌치 테리 소재의 부드러운 촉감과 몸에 완벽하게 맞는 편안한 핏으로, 일상생활에서 부담 없이 착용할 수 있는 뛰어난 착용감."""
1198,198,5009,2025-05-16 03:45:39.000000 UTC,"This little Android ornament is adorable! I got the green one and it's the perfect pop of color on my desk at work. It's well-made, feels sturdy, and the paint job is really clean. I'm a huge Android fan, so this was a must-have for me. Definitely a fun and quirky little addition to my collection. Thinking about getting the other colors now!
",Blog,@BlogUser_1198_916,28995,5,Positive,"""개선방안1. 랜덤/한정판 에디션 출시 (고객이 다른 색상 구매를 고려하고 '컬렉션'이라는 단어를 사용한 점을 미루어 볼 때, 희소성 있는 랜덤/한정판 에디션을 출시하여 수집 욕구를 더욱 자극하고 재구매를 유도할 수 있습니다.)\n고객이 좋아할 법한 특성1. 높은 품질과 정교한 마감 (리뷰에서 \""well-made, feels sturdy, and the paint job is really clean\""이라고 언급하며 제품의 만듦새에 대한 만족감을 표현했습니다.)"""
1121,121,5006,2025-02-13 19:45:52.000000 UTC,"This little tee is absolutely adorable! The olive color is so earthy and cute on my baby. The fabric is incredibly soft, like seriously, I wish they made one in my size! It's held up really well through multiple washes too, no fading or shrinking. My baby looks like a little outdoorsy explorer in it, and I always get compliments when he wears it. Definitely recommend this shirt, it's a great basic and super comfortable for little ones.
",Threads,@ThreadsUser_1121_736,29082,1,Positive,"""개선방안1. 고객이 \""내 사이즈도 있었으면 좋겠다\""고 언급한 점을 고려하여, 아기 옷과 동일한 부드러운 소재와 디자인으로 성인용 티셔츠를 출시하여 '패밀리룩' 상품군을 확장하는 방안을 고려할 수 있습니다. 이는 제품의 뛰어난 착용감을 성인 고객에게도 제공하고, 아기와 부모가 함께 착용하는 즐거움을 선사하여 추가적인 구매를 유도할 수 있습니다.\n고객이 좋아할 법한 특성1. 피부에 닿는 부드러운 촉감: \""내 사이즈도 있었으면 좋겠다\""고 할 정도로 매우 부드러운 소재는 아기 피부에 자극 없이 편안함을 제공하며, 이는 고객이 제품을 강력히 추천하는 주요 이유 중 하나입니다."""
1014,14,5005,2025-02-14 18:29:50.000000 UTC,"This hoodie is seriously comfy! I love the simple Google Mountain View design - it's subtle enough to wear anywhere without feeling like I'm advertising too much. The material is soft and washes really well, no shrinking or fading so far. It's the perfect weight for layering, not too heavy and not too thin. Definitely my new go-to for casual days and chilly evenings. Great quality and worth the price!
",YouTube,@YouTubeUser_1014_500,47575,2,Positive,"""개선방안1. 현재 'Google Mountain View' 디자인 외에도, Google 로고를 미니멀하게 활용하거나 아예 로고가 없는 무지 디자인 등, 다양한 '서브틀(subtle)'한 디자인 옵션을 추가하여 고객의 선택 폭을 넓힙니다. 이는 특정 로고에 대한 선호도가 낮은 고객도 제품의 품질과 편안함을 즐길 수 있도록 할 것입니다.\n\n고객이 좋아할 법한 특성1. 부드러운 촉감과 뛰어난 세탁 내구성: 'seriously comfy'하고 'material is soft'하며 'washes really well'하여 줄어들거나 색이 바래지 않는다는 점에서, 오랜 기간 변함없이 편안하게 착용할 수 있는 고품질 소재와 뛰어난 내구성을 고객이 매우 좋아할 것입니다."""
